danceability,energy,speechiness,acousticness,instrumentalness,valence,track_id,playlist_id
0.583,0.402,0.0317,0.898,1.36e-06,0.589,0eIW0BGY63JpCydq9j0oVL,1Rj92hyXm3WjpOJI8XgYtF
0.583,0.304,0.0306,0.964,0.579,0.328,3t2yQwWVAXlBmkKgR4Mhbu,1Rj92hyXm3WjpOJI8XgYtF
0.569,0.149,0.0387,0.685,4.32e-06,0.287,2dwer0jN78Cad9WMlDhz0o,1Rj92hyXm3WjpOJI8XgYtF
0.636,0.396,0.0343,0.699,0.0157,0.519,2fCEQIvWwKX96sLx5bhLqT,1Rj92hyXm3WjpOJI8XgYtF
0.604,0.328,0.0342,0.415,0.0,0.458,3RvM8rn3CPrrSSHwbscZFp,1Rj92hyXm3WjpOJI8XgYtF
0.727,0.322,0.0704,0.763,0.0,0.624,6UAOdfOdWSprSGvQAz5wDU,1Rj92hyXm3WjpOJI8XgYtF
0.609,0.365,0.0305,0.514,0.693,0.638,3wX8fBYuLWLLIZWnyLgYAh,1Rj92hyXm3WjpOJI8XgYtF
0.648,0.203,0.047,0.787,0.0,0.504,6KQ1aUssYHBuE39tCBfVeL,1Rj92hyXm3WjpOJI8XgYtF
0.666,0.268,0.0542,0.94,0.914,0.156,5QPMaZZrFpFjNmY8Kchtwv,1Rj92hyXm3WjpOJI8XgYtF
0.615,0.145,0.0711,0.454,0.173,0.57,4bqUV2fLvIrxl3QsMfF2YV,1Rj92hyXm3WjpOJI8XgYtF
0.609,0.117,0.0385,0.97,0.865,0.548,1DqkHQZmfX0QhwOaUcswke,1Rj92hyXm3WjpOJI8XgYtF
0.313,0.222,0.0339,0.936,0.00349,0.449,0so56nOAJX7vllAvyKqkuR,1Rj92hyXm3WjpOJI8XgYtF
0.511,0.558,0.0364,0.435,0.11,0.383,760RjotCQFgIZybAmJc7sk,1Rj92hyXm3WjpOJI8XgYtF
0.575,0.227,0.0266,0.791,1.9e-05,0.255,2wle68grZ1AJCUd4qphfO0,1Rj92hyXm3WjpOJI8XgYtF
0.421,0.145,0.0649,0.93,0.0032,0.114,5ppXL59aLDza5z6N5Ygrh7,1Rj92hyXm3WjpOJI8XgYtF
0.41,0.413,0.0381,0.536,0.386,0.482,7jSJJgyrVrZ5TLzr0U64Al,1Rj92hyXm3WjpOJI8XgYtF
0.757,0.217,0.0436,0.947,0.927,0.636,6QQF6ndgVFDlq17STtXMpg,1Rj92hyXm3WjpOJI8XgYtF
0.548,0.407,0.0451,0.796,6.55e-06,0.382,1k8Llj8H4tRaSkxMXIv9Xt,1Rj92hyXm3WjpOJI8XgYtF
0.533,0.374,0.0372,0.817,0.000163,0.446,087IfhBNRDZvXs3aQ7pBix,1Rj92hyXm3WjpOJI8XgYtF
0.405,0.297,0.0331,0.616,5.12e-05,0.396,08NzuqvBLEFiTNH7A8H2FM,1Rj92hyXm3WjpOJI8XgYtF
0.75,0.281,0.28,0.734,0.0,0.689,6YWBJwGro1MUbGkTZA8fu1,1Rj92hyXm3WjpOJI8XgYtF
0.819,0.329,0.045,0.617,0.335,0.467,5jPwmPAbokGWjARVK1yogH,1Rj92hyXm3WjpOJI8XgYtF
0.808,0.3,0.0923,0.949,0.695,0.82,3UNzXaumNWYt4tLI0Bac5M,1Rj92hyXm3WjpOJI8XgYtF
0.622,0.187,0.0435,0.86,0.359,0.35,3SxUXRwjXUaZFwSeaFYkXP,1Rj92hyXm3WjpOJI8XgYtF
0.655,0.328,0.0388,0.296,0.951,0.84,082jul3lrds2dBlZ0fHlj5,1Rj92hyXm3WjpOJI8XgYtF
0.396,0.514,0.037,0.342,0.00179,0.851,3gkGNI7yQZGyU656u8O6Jl,1Rj92hyXm3WjpOJI8XgYtF
0.822,0.183,0.0507,0.926,0.345,0.813,3IGMHWUj5z6YO1CjhrZx3j,1Rj92hyXm3WjpOJI8XgYtF
0.508,0.28,0.0357,0.589,0.796,0.421,0GQv7MQudLwIIHMLY3A6hv,1Rj92hyXm3WjpOJI8XgYtF
0.501,0.146,0.0404,0.967,0.914,0.321,6PwwKrrKA36UhJMXdI0xYE,1Rj92hyXm3WjpOJI8XgYtF
0.795,0.542,0.0257,0.413,0.000236,0.762,2qU5cw9HCebw8D4Wd8rnJK,1Rj92hyXm3WjpOJI8XgYtF
0.699,0.64,0.195,0.717,0.332,0.568,15CzjXn5GMZmkO6JUO1XoM,1Rj92hyXm3WjpOJI8XgYtF
0.652,0.365,0.245,0.812,0.0,0.723,4QoVngn14AtM7pjWKp8Yx2,1Rj92hyXm3WjpOJI8XgYtF
0.586,0.223,0.0983,0.804,0.846,0.728,2TIojWCyqe473gKRno9iR3,1Rj92hyXm3WjpOJI8XgYtF
0.566,0.341,0.0614,0.486,0.000162,0.5,3CbAGTIS9dlnUwpxcgekjo,1Rj92hyXm3WjpOJI8XgYtF
0.647,0.276,0.0613,0.873,3.81e-06,0.156,5Z0jy7ILAwaz3xyANDkAK9,1Rj92hyXm3WjpOJI8XgYtF
0.708,0.524,0.0802,0.896,0.773,0.708,2jM50vDXC6No6GV5bQQCMx,1Rj92hyXm3WjpOJI8XgYtF
0.643,0.178,0.0391,0.845,0.0,0.177,5mbqG4EFnjLpE67mxl7M7f,1Rj92hyXm3WjpOJI8XgYtF
0.584,0.197,0.0435,0.842,0.886,0.489,4KZ48H8j3tnb0xof0Lgtay,1Rj92hyXm3WjpOJI8XgYtF
0.84,0.382,0.0401,0.687,1.04e-05,0.658,4JSCQSlNtHiMYFZti6c3TH,1Rj92hyXm3WjpOJI8XgYtF
0.676,0.528,0.0398,0.791,1.07e-06,0.672,7gJE0D1e4xEVehrisoc4Vp,1Rj92hyXm3WjpOJI8XgYtF
0.757,0.241,0.0508,0.844,0.0329,0.465,02HLcpKBO7yfdz5sUH85rz,1Rj92hyXm3WjpOJI8XgYtF
0.83,0.288,0.1,0.958,0.555,0.867,4X5fkuK8fbrlUARtdxbD2h,1Rj92hyXm3WjpOJI8XgYtF
0.642,0.317,0.0413,0.931,0.363,0.57,7c9vYlJ5NeMsz7oO2XzHlE,1Rj92hyXm3WjpOJI8XgYtF
0.838,0.451,0.0373,0.557,4.83e-05,0.9,5kM6KAZN9dY3C0J41p0adu,1Rj92hyXm3WjpOJI8XgYtF
0.603,0.306,0.0368,0.952,0.401,0.583,5br95YIsaIXtyP3g4R8H5L,1Rj92hyXm3WjpOJI8XgYtF
0.443,0.0937,0.0318,0.971,0.935,0.181,3GO9yRvzJYboeMvC1S7pKu,1Rj92hyXm3WjpOJI8XgYtF
0.845,0.278,0.0394,0.615,0.0117,0.676,4OUvhPgcC9oCEIMx0zaZE6,1Rj92hyXm3WjpOJI8XgYtF
0.553,0.303,0.0341,0.91,0.0422,0.351,0ClbuEWtbCKQPw4LTiiey5,1Rj92hyXm3WjpOJI8XgYtF
0.775,0.317,0.0899,0.685,0.000495,0.433,0AewxYfSDOcWieNHsrs4mM,1Rj92hyXm3WjpOJI8XgYtF
0.483,0.279,0.0434,0.62,0.000692,0.579,5vdtg8NMYxb3vJBt3mOyrp,1Rj92hyXm3WjpOJI8XgYtF
0.513,0.254,0.0443,0.816,0.453,0.629,2UTo8nJQCEswhtwdxTo2ql,1Rj92hyXm3WjpOJI8XgYtF
0.59,0.0938,0.0486,0.936,0.847,0.146,47OXFFVoN4Du1HFd6cdRK6,1Rj92hyXm3WjpOJI8XgYtF
0.464,0.577,0.0254,0.399,0.0087,0.498,1XFwBw4VS9iY6PIxVLIXvE,1Rj92hyXm3WjpOJI8XgYtF
0.808,0.549,0.045,0.508,0.000969,0.871,4azQ6Iv4bQhleEcqs3hHnO,1Rj92hyXm3WjpOJI8XgYtF
0.747,0.438,0.0968,0.525,7.81e-05,0.577,0CQPm1jBY3kSxNu3URGdxj,1Rj92hyXm3WjpOJI8XgYtF
0.377,0.247,0.0418,0.0472,0.441,0.153,2fxpCeuENbtD7jidcNfjgk,1Rj92hyXm3WjpOJI8XgYtF
0.719,0.414,0.0364,0.404,0.0,0.63,7iknbZMGkxuP0QtmHYcNny,1Rj92hyXm3WjpOJI8XgYtF
0.514,0.237,0.0493,0.874,0.0,0.671,0lUu6AmO8VJStrwJm6Bsk9,1Rj92hyXm3WjpOJI8XgYtF
0.593,0.383,0.0358,0.924,0.872,0.867,6xh6JRgxGoyIc3ABs7QGKP,1Rj92hyXm3WjpOJI8XgYtF
0.412,0.401,0.0854,0.736,0.000285,0.507,4WE4jVtX4ZvN4IiJdFfkzc,1Rj92hyXm3WjpOJI8XgYtF
0.584,0.358,0.0672,0.399,2.35e-05,0.502,4YIFuyQG6SssLqne90fDUA,1Rj92hyXm3WjpOJI8XgYtF
0.422,0.484,0.0475,0.722,0.15,0.869,6GyO8q7ZfE0FStikMgtbGf,1Rj92hyXm3WjpOJI8XgYtF
0.611,0.459,0.0302,0.766,0.0169,0.787,0maLzyyoIFJiyuXz494Vdb,1Rj92hyXm3WjpOJI8XgYtF
0.726,0.296,0.056,0.812,0.105,0.753,4Uz05cSHe3pOdhpam7slf8,1Rj92hyXm3WjpOJI8XgYtF
0.72,0.396,0.0803,0.721,0.168,0.637,1t5DfKC3w9rKqhWGONWL74,1Rj92hyXm3WjpOJI8XgYtF
0.708,0.166,0.0994,0.99,0.889,0.826,1N1vQ5dBzlHHHgH98XUgBc,1Rj92hyXm3WjpOJI8XgYtF
0.66,0.377,0.132,0.899,0.0,0.837,7Mtvbwf3xDLaGP8mLvrCnO,1Rj92hyXm3WjpOJI8XgYtF
0.362,0.304,0.0853,0.497,0.0,0.883,2lqyKT4Lt1AzsjwjOWfoOu,1Rj92hyXm3WjpOJI8XgYtF
0.538,0.355,0.0689,0.884,0.564,0.6,7lO7qbUIy6E1FNJxkh1ft2,1Rj92hyXm3WjpOJI8XgYtF
0.695,0.116,0.0588,0.877,0.137,0.697,714KravY8rotmpYqgx594j,1Rj92hyXm3WjpOJI8XgYtF
0.63,0.383,0.0555,0.787,2.16e-05,0.68,6wke1L2FCXLZ6HJ7k3sufr,1Rj92hyXm3WjpOJI8XgYtF
0.524,0.0479,0.0432,0.884,0.0,0.542,6SBzX5MiNBYD2wtjPO6S4b,1Rj92hyXm3WjpOJI8XgYtF
0.62,0.385,0.053,0.815,0.0,0.642,6GeAqRxT7MuzHCrWCyrDfF,1Rj92hyXm3WjpOJI8XgYtF
0.653,0.2,0.044,0.906,0.00276,0.319,5PcCSUGriuhWuyyWxuBnnM,1Rj92hyXm3WjpOJI8XgYtF
0.744,0.44,0.0276,0.689,8.17e-05,0.551,2snlzszu78Vhi5K6Q1G2dv,1Rj92hyXm3WjpOJI8XgYtF
0.753,0.314,0.0265,0.849,0.0157,0.396,5BSrJwLRF1eZr12BCVtH4B,1Rj92hyXm3WjpOJI8XgYtF
0.615,0.459,0.0313,0.712,0.00208,0.457,4EtULbS8K8zZ3apaEX36oI,1Rj92hyXm3WjpOJI8XgYtF
0.736,0.386,0.0343,0.879,0.00788,0.5,4Ee7XJ0Yk12BnoD2wRjSjD,1Rj92hyXm3WjpOJI8XgYtF
0.569,0.25,0.031,0.907,0.0,0.444,0wW4zBwe5x1H2ix5yTY7ts,1Rj92hyXm3WjpOJI8XgYtF
0.736,0.477,0.0342,0.747,0.000113,0.412,4FVo8K65l8KPa7vq1mSNuD,1Rj92hyXm3WjpOJI8XgYtF
0.62,0.453,0.0379,0.692,0.000159,0.382,2XGJx6KgySX7kGoR0X2gBD,1Rj92hyXm3WjpOJI8XgYtF
0.767,0.486,0.0382,0.312,0.0124,0.846,2oKRtzgqTB1US13YRiX9Yx,1Rj92hyXm3WjpOJI8XgYtF
0.504,0.44,0.0549,0.586,0.000647,0.0411,5vTH2tNOBAR7TEq8UuCGq9,1Rj92hyXm3WjpOJI8XgYtF
0.821,0.509,0.0547,0.795,0.00402,0.906,1es0Xtfz3fvpVs4PBkCyrv,1Rj92hyXm3WjpOJI8XgYtF
0.756,0.52,0.0819,0.761,1.08e-05,0.713,5x9AeXK7lyWSnXrJuS2Tw0,1Rj92hyXm3WjpOJI8XgYtF
0.804,0.327,0.0419,0.916,0.817,0.65,7c6hCUqol6FKnCIcgj9zcb,1Rj92hyXm3WjpOJI8XgYtF
0.661,0.437,0.0652,0.84,0.0,0.454,3SQLe2ciWCFnaGCw6ONUk9,1Rj92hyXm3WjpOJI8XgYtF
0.633,0.51,0.0379,0.401,9.01e-06,0.443,5a8Gbc6wJyoRvJFRXYj4VZ,1Rj92hyXm3WjpOJI8XgYtF
0.668,0.306,0.128,0.691,0.0,0.404,73CFTHbm3p3sBXOCmkgRH7,1Rj92hyXm3WjpOJI8XgYtF
0.762,0.468,0.0354,0.381,0.000195,0.377,7m6JKSr73sUFFdPwVEtSIr,1Rj92hyXm3WjpOJI8XgYtF
0.364,0.283,0.0323,0.432,0.782,0.251,4nvekbHkuEZO9KaaEWtSkA,1Rj92hyXm3WjpOJI8XgYtF
0.749,0.641,0.0316,0.174,0.11,0.83,0cPGZd1HgsqjdiS6KJ0M0o,1Rj92hyXm3WjpOJI8XgYtF
0.728,0.627,0.0434,0.696,0.422,0.831,6fDatjd7d4RUOQvrpNTsly,1Rj92hyXm3WjpOJI8XgYtF
0.6,0.734,0.033,0.13,0.389,0.704,2XHtVfDTjcslZgtDlra3Le,1Rj92hyXm3WjpOJI8XgYtF
0.582,0.882,0.0672,0.238,0.000329,0.649,0iuGfo1JOsr4Yx139cxA0B,1Rj92hyXm3WjpOJI8XgYtF
0.612,0.603,0.0296,0.0819,0.963,0.506,32lWpmJBCQO0v8hGpSsYyS,1Rj92hyXm3WjpOJI8XgYtF
0.652,0.686,0.0353,0.425,0.0493,0.766,3ZcGH8u2U0SyHuOfBIr1M7,1Rj92hyXm3WjpOJI8XgYtF
0.519,0.474,0.0484,0.949,0.633,0.155,3QKKk5ItoyKlKbulJIBNlO,1Rj92hyXm3WjpOJI8XgYtF
0.461,0.169,0.0312,0.77,0.00645,0.336,1FWwe2moqU4b6cgR5iL0Fl,1Rj92hyXm3WjpOJI8XgYtF
0.747,0.535,0.0321,0.392,0.0182,0.887,1utTbh1Ar4MVKBawDoZIo3,1Rj92hyXm3WjpOJI8XgYtF
0.467,0.262,0.0278,0.618,0.00117,0.399,2AJOAZVVfKgjfFiJxcD3nr,1Rj92hyXm3WjpOJI8XgYtF
0.709,0.273,0.0366,0.864,0.36,0.31,7o7ZMhEbalP5EOB2kZUonE,1Rj92hyXm3WjpOJI8XgYtF
0.732,0.381,0.0383,0.584,0.27,0.518,4gvyY6k04a2vZ8gFOAM6nW,1Rj92hyXm3WjpOJI8XgYtF
0.68,0.398,0.0342,0.703,0.00673,0.616,7n4OkdbYC9OSzML2GYbuPf,1Rj92hyXm3WjpOJI8XgYtF
0.76,0.675,0.0375,0.47,0.0125,0.769,7wMkFxX0rozZ6aNogp6hpT,1Rj92hyXm3WjpOJI8XgYtF
0.73,0.583,0.0393,0.673,0.573,0.823,2obHPcttaHwSCiYPwwdt3u,1Rj92hyXm3WjpOJI8XgYtF
0.659,0.591,0.0328,0.463,1.11e-06,0.398,6I12SkknCs63kSBVCtiZEK,1Rj92hyXm3WjpOJI8XgYtF
0.586,0.498,0.0457,0.281,0.00162,0.358,6nq8mMlQ2RKpG4SmqziE3j,1Rj92hyXm3WjpOJI8XgYtF
0.841,0.451,0.0605,0.000574,0.741,0.965,1eEFIerTC4LIIOO9hlXILG,1Rj92hyXm3WjpOJI8XgYtF
0.611,0.453,0.0299,0.808,2.13e-06,0.813,1wjbOGf0MQvLtILfNZCqhy,1Rj92hyXm3WjpOJI8XgYtF
0.689,0.152,0.0308,0.834,1.8e-06,0.202,700r0pgeOxHwgyOCGpZRet,1Rj92hyXm3WjpOJI8XgYtF
0.847,0.436,0.0644,0.719,0.00525,0.73,1j59yuG8hDx8FTfI0j79kB,1Rj92hyXm3WjpOJI8XgYtF
0.843,0.501,0.0904,0.815,0.618,0.621,0dNpnqNn3q0tz2HP9ADZOC,1Rj92hyXm3WjpOJI8XgYtF
0.511,0.246,0.0661,0.919,0.0104,0.415,5OYofWmgGb1gTpBvrsIKnP,1Rj92hyXm3WjpOJI8XgYtF
0.603,0.337,0.0407,0.926,0.628,0.503,6E94LmsXyY1fYXK6RUWNDD,1Rj92hyXm3WjpOJI8XgYtF
0.787,0.433,0.0402,0.808,0.00115,0.326,70tJdHAP7tyf7fdIQTz4n6,1Rj92hyXm3WjpOJI8XgYtF
0.647,0.389,0.0363,0.323,0.000148,0.329,2yHTFqjyTh32XPddASX3sV,1Rj92hyXm3WjpOJI8XgYtF
0.812,0.286,0.0578,0.636,2.94e-06,0.657,2axkv1luWg7dlkhSEwWu4h,1Rj92hyXm3WjpOJI8XgYtF
0.605,0.421,0.0388,0.198,0.0262,0.439,178sTaaepzrXGHIsu3zUc2,1Rj92hyXm3WjpOJI8XgYtF
0.754,0.25,0.31,0.834,4.05e-05,0.626,1byRH2lhMVvcvkZTDA9x3n,1Rj92hyXm3WjpOJI8XgYtF
0.659,0.189,0.0448,0.958,0.878,0.531,5ilICtOXgN6RkWZxS9rZQJ,1Rj92hyXm3WjpOJI8XgYtF
0.814,0.494,0.0495,0.798,0.744,0.661,1EFTETcBSGr05Ox1bYQCig,1Rj92hyXm3WjpOJI8XgYtF
0.711,0.376,0.0415,0.511,0.00239,0.409,02JUkXYxOQyCc5l2yu9jff,1Rj92hyXm3WjpOJI8XgYtF
0.72,0.195,0.0454,0.964,0.00877,0.526,4RHIVcVNi9Yf1LMaFmDkQL,1Rj92hyXm3WjpOJI8XgYtF
0.784,0.487,0.0427,0.541,1.2e-05,0.242,3Nx0tpFFwD0xdw424rhhfN,1Rj92hyXm3WjpOJI8XgYtF
0.642,0.62,0.0278,0.428,7.27e-05,0.62,4hAf5X3ipVE60FAYdZhR1G,1Rj92hyXm3WjpOJI8XgYtF
0.75,0.6,0.0321,0.217,0.000359,0.941,0HXkasFQvPSs4LAZvpgErW,1Rj92hyXm3WjpOJI8XgYtF
0.565,0.351,0.0418,0.495,0.565,0.248,5aAHHNcoXd1SrF5MnbKP2k,1Rj92hyXm3WjpOJI8XgYtF
0.549,0.28,0.0596,0.893,0.00194,0.652,4pFS5ZCUOE8FUtJ22U58R7,1Rj92hyXm3WjpOJI8XgYtF
0.732,0.716,0.12,0.413,0.000138,0.779,50X20GwwXIE8W0GpcVEUhY,1Rj92hyXm3WjpOJI8XgYtF
0.819,0.302,0.035,0.648,2.79e-05,0.458,0V8HrsBnAot3selGWWh8wg,1Rj92hyXm3WjpOJI8XgYtF
0.761,0.567,0.0266,0.687,7.48e-06,0.837,1Tgq3qF2YVDOPkAxezOZjG,1Rj92hyXm3WjpOJI8XgYtF
0.621,0.156,0.0359,0.965,0.0279,0.364,2ZZPjQnmSZBgAih0kGfboR,1Rj92hyXm3WjpOJI8XgYtF
0.422,0.151,0.0402,0.905,1.65e-05,0.14,5W2MAXpNlnEMqAyqtfzOTP,1Rj92hyXm3WjpOJI8XgYtF
0.538,0.205,0.0957,0.938,6.04e-06,0.34,5vMUYfXx6P6HmzupRRPyuP,1Rj92hyXm3WjpOJI8XgYtF
0.574,0.413,0.0461,0.921,0.0107,0.265,7ImJOBYCK6zt8AEZWmXRfH,1Rj92hyXm3WjpOJI8XgYtF
0.502,0.226,0.0364,0.943,3.64e-06,0.266,5zmRnxJCiY2kqrWd28bBnd,1Rj92hyXm3WjpOJI8XgYtF
0.392,0.226,0.0372,0.9,0.0,0.499,4KFYXgFJlXFZXyNF3Bpo03,1Rj92hyXm3WjpOJI8XgYtF
0.658,0.702,0.0411,0.282,0.00565,0.416,6lLLyBFUhswXFlEYEP7kFz,1Rj92hyXm3WjpOJI8XgYtF
0.721,0.675,0.0314,0.3,3.06e-05,0.856,6MRFVyUE36WEuz1qLG492I,1Rj92hyXm3WjpOJI8XgYtF
0.435,0.614,0.0448,0.761,9.22e-05,0.376,416pK3e4noKGynYRvbB7nc,1Rj92hyXm3WjpOJI8XgYtF
0.452,0.58,0.0801,0.82,0.00481,0.145,4GvN60MOPsAcLJkduwwJrt,1Rj92hyXm3WjpOJI8XgYtF
0.805,0.307,0.0463,0.792,0.612,0.547,45gpJxviKRBsQo1lDZ03Xf,1Rj92hyXm3WjpOJI8XgYtF
0.708,0.452,0.058,0.822,0.00138,0.751,67VwGLTsnozbegaa9RahVJ,1Rj92hyXm3WjpOJI8XgYtF
0.476,0.381,0.0456,0.846,0.0804,0.729,3uLV311pq2SRLKbiV8oA64,1Rj92hyXm3WjpOJI8XgYtF
0.596,0.502,0.0302,0.919,0.898,0.698,3bXcDf4qexhguzpvOgV8yL,1Rj92hyXm3WjpOJI8XgYtF
0.726,0.412,0.0385,0.823,0.879,0.639,7fPHlQGsVtfOyVU3hQnrYU,1Rj92hyXm3WjpOJI8XgYtF
0.709,0.459,0.0457,0.938,0.924,0.699,1FrNj1WGpegtUf4k3n1BGq,1Rj92hyXm3WjpOJI8XgYtF
0.683,0.482,0.0477,0.877,0.838,0.603,2AK6rhPwY3kgaGDegGrS2T,1Rj92hyXm3WjpOJI8XgYtF
0.556,0.371,0.0341,0.763,4.46e-06,0.464,6gTw2UNuv7p1ntGWTQtqlv,1Rj92hyXm3WjpOJI8XgYtF
0.706,0.231,0.114,0.693,0.799,0.902,0UtN7HqCFxL3VYJwmNQ3M2,1Rj92hyXm3WjpOJI8XgYtF
0.733,0.166,0.038,0.868,0.795,0.429,6GUkgL6WBxqUaF8jQQhS6l,1Rj92hyXm3WjpOJI8XgYtF
0.781,0.461,0.0909,0.608,0.896,0.827,5XQmMTbYKRz5441LUtB3RH,1Rj92hyXm3WjpOJI8XgYtF
0.57,0.413,0.0471,0.846,0.853,0.753,7ra5LIcHlKI4QnGzaWV9eK,1Rj92hyXm3WjpOJI8XgYtF
0.574,0.413,0.0461,0.921,0.0107,0.265,6WSG5uU6fACKJJWktjW2hd,1Rj92hyXm3WjpOJI8XgYtF
0.796,0.389,0.049,0.873,0.88,0.868,45dWo3EDT4B2pRii7Qg9eq,1Rj92hyXm3WjpOJI8XgYtF
0.601,0.241,0.0391,0.843,0.0175,0.244,7EqNQesWLU5NSxVplKoK1b,1Rj92hyXm3WjpOJI8XgYtF
0.573,0.269,0.0299,0.927,0.00866,0.403,6gaA4uU0pSgqukNIGVHZuC,1Rj92hyXm3WjpOJI8XgYtF
0.677,0.333,0.0738,0.931,0.82,0.804,1ajn0alF3RUq8qz4H9Rfz0,1Rj92hyXm3WjpOJI8XgYtF
0.747,0.362,0.0538,0.935,0.199,0.719,3ElE02I5lNr8BAKECanuQQ,1Rj92hyXm3WjpOJI8XgYtF
0.759,0.38,0.0422,0.932,0.449,0.769,4e9kKzkcLex8755gPqQOZR,1Rj92hyXm3WjpOJI8XgYtF
0.783,0.254,0.0555,0.974,0.917,0.663,60S8pDFv9AFgo3oGPpknWo,1Rj92hyXm3WjpOJI8XgYtF
0.684,0.438,0.0398,0.882,0.00291,0.795,5Nlkj7l3yW3bajDkCglGR8,1Rj92hyXm3WjpOJI8XgYtF
0.783,0.334,0.066,0.893,0.831,0.588,3oBd5LyXu64UGeZd5jOh5m,1Rj92hyXm3WjpOJI8XgYtF
0.575,0.447,0.0387,0.854,0.883,0.743,11n0cGKuHqRCV6wLp4jRhL,1Rj92hyXm3WjpOJI8XgYtF
0.562,0.681,0.0363,0.766,0.826,0.88,6HV3Ma60s7MHw9bNE1bjME,1Rj92hyXm3WjpOJI8XgYtF
0.323,0.118,0.0449,0.195,0.694,0.0747,7JMkZWB40pcmq8G7kTsbcB,1Rj92hyXm3WjpOJI8XgYtF
0.793,0.715,0.0472,0.31,0.000371,0.744,5zXz4zl5CtQ9WUFXvgnKM0,1Rj92hyXm3WjpOJI8XgYtF
0.795,0.555,0.0486,0.748,0.74,0.975,0HQmv3wmhOXZNA8DHsnWk6,1Rj92hyXm3WjpOJI8XgYtF
0.541,0.395,0.0468,0.537,0.85,0.746,1WmpvuXa2m0f5rTvu3pTeX,1Rj92hyXm3WjpOJI8XgYtF
0.645,0.469,0.043,0.945,0.894,0.862,6c6Qx9NDYN0Z2ihDslJjZT,1Rj92hyXm3WjpOJI8XgYtF
0.716,0.409,0.0307,0.818,0.0,0.726,5fgMIMbLLZC9Imj9lkHoNT,1Rj92hyXm3WjpOJI8XgYtF
0.752,0.272,0.0351,0.94,0.657,0.395,2BzTcr3W4Rd8QgkIqJCgIZ,1Rj92hyXm3WjpOJI8XgYtF
0.698,0.344,0.0574,0.933,0.129,0.743,4j4opYkx60iq0209k7kyXj,1Rj92hyXm3WjpOJI8XgYtF
0.896,0.507,0.0386,0.669,0.778,0.83,6X9k283SywFCA33UpjTa6o,1Rj92hyXm3WjpOJI8XgYtF
0.739,0.562,0.0551,0.337,0.105,0.871,4B3qPzkogRUb14BrabArSS,1Rj92hyXm3WjpOJI8XgYtF
0.699,0.264,0.0296,0.658,8.98e-06,0.163,7jkY5sOlk6adoP6hBr1FRe,1Rj92hyXm3WjpOJI8XgYtF
0.549,0.489,0.0324,0.911,0.0,0.197,7c8lTKwWlTtzc9XG4zstJW,1Rj92hyXm3WjpOJI8XgYtF
0.587,0.365,0.038,0.943,0.932,0.496,27dVsa0UMbppfCq5ya0mMR,1Rj92hyXm3WjpOJI8XgYtF
0.496,0.135,0.0394,0.888,0.934,0.379,2PI6hX0mcyyBOYsVjYYuCL,1Rj92hyXm3WjpOJI8XgYtF
0.826,0.412,0.0355,0.343,0.235,0.883,37YZtV3cAWoKYRULgcIRxB,1Rj92hyXm3WjpOJI8XgYtF
0.572,0.308,0.0433,0.116,0.0249,0.253,0x4apd0yJVkvU7h4JB7a2i,1Rj92hyXm3WjpOJI8XgYtF
