danceability,energy,speechiness,acousticness,instrumentalness,valence,track_id,playlist_id
0.892,0.709,0.313,0.243,1.16e-06,0.902,6UeR9EXQ3JWOWiDX7ZnDhD,4NvVpXZLIZ4z5yzTIqgLve
0.727,0.74,0.153,0.012,0.0,0.221,6fGjvkhTXsV5II8ynoSSfG,4NvVpXZLIZ4z5yzTIqgLve
0.938,0.487,0.244,0.188,0.0,0.511,5QFJQXKRRKpEumd5BE8raa,4NvVpXZLIZ4z5yzTIqgLve
0.877,0.681,0.259,0.584,0.0,0.839,2YlvHjDb4Tyxl4A1IcDhAe,4NvVpXZLIZ4z5yzTIqgLve
0.862,0.804,0.234,0.119,0.0,0.767,4ESFr6EFK19L20Wfq5hHC2,4NvVpXZLIZ4z5yzTIqgLve
0.837,0.718,0.0989,0.119,1.1e-05,0.676,0wgI5xdpNlv7vSVQCTSBPU,4NvVpXZLIZ4z5yzTIqgLve
0.813,0.897,0.264,0.0157,0.00106,0.863,3AYFNoXF0xw5Shsg0lHvBn,4NvVpXZLIZ4z5yzTIqgLve
0.881,0.94,0.0852,0.147,0.0,0.768,0sMm9WiO3B001nZQm8Qexw,4NvVpXZLIZ4z5yzTIqgLve
0.801,0.592,0.239,0.13,0.0,0.516,70GYjAC4HrIrLR1QVlKUcr,4NvVpXZLIZ4z5yzTIqgLve
0.876,0.647,0.28,0.16,0.0,0.961,5VRxcsBgrwQj4naQHU2kM6,4NvVpXZLIZ4z5yzTIqgLve
0.827,0.81,0.223,0.57,1.28e-05,0.524,4ZAwgG8LRZCJ32ALrycqCr,4NvVpXZLIZ4z5yzTIqgLve
0.527,0.75,0.3,0.0514,0.0,0.16,44WG43lprS0ZO3zQEBBOEc,4NvVpXZLIZ4z5yzTIqgLve
0.918,0.586,0.133,0.0783,0.0,0.779,6YjKAkDYmlasMqYw73iB0w,4NvVpXZLIZ4z5yzTIqgLve
0.619,0.776,0.378,0.108,0.0,0.522,4UtqFgWCzESmaNfBd48TCn,4NvVpXZLIZ4z5yzTIqgLve
0.762,0.642,0.253,0.0941,0.00518,0.47,7g0RDJQ1UDXtMU3aCHTpWQ,4NvVpXZLIZ4z5yzTIqgLve
0.903,0.61,0.339,0.155,0.0,0.627,60uesDF4UyLUs61FgiDkdp,4NvVpXZLIZ4z5yzTIqgLve
0.848,0.822,0.322,0.0222,0.0,0.755,7yFrTQuYkkF0XqAKnqkdC0,4NvVpXZLIZ4z5yzTIqgLve
0.845,0.527,0.204,0.245,1.89e-06,0.67,1OChTe0OBYR1OQSFIdoWq9,4NvVpXZLIZ4z5yzTIqgLve
0.637,0.66,0.162,0.217,0.0,0.503,0xdYzkbBBfTevSyOJqWUSX,4NvVpXZLIZ4z5yzTIqgLve
0.929,0.735,0.145,0.0691,1.33e-06,0.875,1wOnpm7ZPI1chcMjKcT7zC,4NvVpXZLIZ4z5yzTIqgLve
0.594,0.877,0.308,0.0205,0.00371,0.16,14uaE0Tb2fGEw4nUtEPHuo,4NvVpXZLIZ4z5yzTIqgLve
0.868,0.646,0.288,0.303,0.0,0.67,6MdqqkQ8sSC0WB4i8PyRuQ,4NvVpXZLIZ4z5yzTIqgLve
0.859,0.539,0.307,0.0136,0.0,0.533,7J7uJ5sXv54PiXgh5B9dYX,4NvVpXZLIZ4z5yzTIqgLve
0.506,0.505,0.444,0.44,2.3e-05,0.0788,00t7QTffOR3SA3L1BvSQVq,4NvVpXZLIZ4z5yzTIqgLve
0.62,0.854,0.628,0.103,0.0,0.671,0ed6evAMZvewGh4UI9KkVU,4NvVpXZLIZ4z5yzTIqgLve
0.88,0.739,0.355,0.135,5.4e-05,0.662,5zKOcQXtlQN45tefGc5I1n,4NvVpXZLIZ4z5yzTIqgLve
0.752,0.489,0.137,0.11,3.57e-06,0.373,4xybr92r9x00MfLwQSvRDa,4NvVpXZLIZ4z5yzTIqgLve
0.93,0.571,0.355,0.0176,0.0,0.871,2RsXDjlhJd8sylorcY4r0o,4NvVpXZLIZ4z5yzTIqgLve
0.793,0.627,0.215,0.0239,0.0,0.846,4p9QiasqHfOkPnbc6sSxgl,4NvVpXZLIZ4z5yzTIqgLve
0.78,0.797,0.307,0.129,0.0,0.648,1MvH3FdvO17S2eQ4IeNRCo,4NvVpXZLIZ4z5yzTIqgLve
0.86,0.695,0.0939,0.00506,0.0,0.951,3e9KHYgTDIbVTez3IFZZl2,4NvVpXZLIZ4z5yzTIqgLve
0.572,0.79,0.461,0.438,0.0,0.416,6eSTuG07FIPpLkekbpYIsZ,4NvVpXZLIZ4z5yzTIqgLve
0.833,0.628,0.141,0.0949,1.6e-06,0.645,3NnUocBmP4PuEEe1eQkuwE,4NvVpXZLIZ4z5yzTIqgLve
0.867,0.559,0.355,0.0908,0.00257,0.591,3mHd7bWydKHCLjo2amNk0F,4NvVpXZLIZ4z5yzTIqgLve
0.547,0.63,0.493,0.0123,0.00233,0.555,2gABnPYOMsyxThmsOQ4uWK,4NvVpXZLIZ4z5yzTIqgLve
0.596,0.541,0.418,0.102,0.0,0.851,4CMT5jwbSk2IUjrHxuGwoo,4NvVpXZLIZ4z5yzTIqgLve
0.775,0.837,0.39,0.0383,0.0,0.807,4ykIW49ZO7UnmKbancsDIV,4NvVpXZLIZ4z5yzTIqgLve
0.624,0.372,0.402,0.102,0.0,0.228,75okzOwFuxSk7GQXYJKM0G,4NvVpXZLIZ4z5yzTIqgLve
0.937,0.697,0.199,0.0538,0.0,0.82,37TnoxURMwHQsJ0mhdDF0a,4NvVpXZLIZ4z5yzTIqgLve
0.883,0.624,0.378,0.0164,0.0,0.469,6VF1PIRF9hOw8hiVxAC6gM,4NvVpXZLIZ4z5yzTIqgLve
0.897,0.656,0.325,0.0177,0.0,0.672,4EL9A2U517lvHUuxbAXmBW,4NvVpXZLIZ4z5yzTIqgLve
0.852,0.741,0.135,0.0247,0.00106,0.534,2rwmKpWW6o6anOhvcyiJOw,4NvVpXZLIZ4z5yzTIqgLve
0.899,0.826,0.231,0.00338,0.0,0.71,4amr8nCKaDsRt68s7HQYyA,4NvVpXZLIZ4z5yzTIqgLve
0.786,0.722,0.347,0.379,0.0,0.799,4MaJSpQV1GGoBGP3en8DZC,4NvVpXZLIZ4z5yzTIqgLve
0.907,0.488,0.065,0.0986,0.0,0.754,2HIY39c8ZQrICHaR4qxRtS,4NvVpXZLIZ4z5yzTIqgLve
0.787,0.671,0.0906,0.00132,0.0,0.637,5ZPzHLzi0ohJbMAKkJ8APZ,4NvVpXZLIZ4z5yzTIqgLve
0.908,0.738,0.271,0.143,0.0,0.79,6F8PrqWaLDI3BeMLUWBLab,4NvVpXZLIZ4z5yzTIqgLve
0.609,0.799,0.24,0.33,0.0,0.582,2MYl0er3UZ1RlKwRb5LODh,4NvVpXZLIZ4z5yzTIqgLve
0.736,0.892,0.28,0.619,1.14e-06,0.597,2NxIp9jbmsnaIiAExWOEo0,4NvVpXZLIZ4z5yzTIqgLve
0.465,0.854,0.377,0.429,0.0,0.199,0bcCgRudYZ4kiOHZNZfqxU,4NvVpXZLIZ4z5yzTIqgLve
0.383,0.731,0.201,0.726,0.0,0.306,705u4LfXcTBuDOB8UCy0A7,4NvVpXZLIZ4z5yzTIqgLve
0.959,0.524,0.274,0.316,0.0,0.84,6jl01C724Mk68qlOQLco5I,4NvVpXZLIZ4z5yzTIqgLve
0.803,0.784,0.198,0.0012,0.000161,0.801,13XHuE00ElL5thSxkaEXxK,4NvVpXZLIZ4z5yzTIqgLve
0.828,0.686,0.218,0.273,0.0,0.617,2KFg8kjYy0rYjWsXGhEQHN,4NvVpXZLIZ4z5yzTIqgLve
0.901,0.513,0.305,0.0913,0.0,0.628,71qTrOPHOj1KDEy0IG2Zjg,4NvVpXZLIZ4z5yzTIqgLve
0.913,0.442,0.345,0.0373,0.0,0.361,7azG6CLuWpm0YHNTFG6WSa,4NvVpXZLIZ4z5yzTIqgLve
0.829,0.821,0.367,0.141,0.0,0.602,3Q9QGamJUf6y6DU0MJ8jBd,4NvVpXZLIZ4z5yzTIqgLve
0.862,0.674,0.246,0.0263,0.0,0.582,4HFUWx6MDdU8u2j3FOQ48V,4NvVpXZLIZ4z5yzTIqgLve
0.9,0.702,0.25,0.00766,1.61e-06,0.699,0j2lCrceEtq5fosGKIKMZm,4NvVpXZLIZ4z5yzTIqgLve
0.769,0.673,0.385,0.515,0.0,0.688,61fT12l0R16DiB9dd4zkfy,4NvVpXZLIZ4z5yzTIqgLve
0.891,0.695,0.259,0.135,1.98e-06,0.76,6wfXkZ0m07C2rdCIOIUHO8,4NvVpXZLIZ4z5yzTIqgLve
0.786,0.635,0.321,0.094,0.0,0.483,43CKG4Ag1kYOsNUCcHr7nI,4NvVpXZLIZ4z5yzTIqgLve
0.634,0.81,0.127,0.106,0.0,0.649,7sUsTXU3Cku9mm13ctNelG,4NvVpXZLIZ4z5yzTIqgLve
0.731,0.661,0.376,0.145,0.0,0.369,4r3ZKk0ShOoVrzrFnyjAWw,4NvVpXZLIZ4z5yzTIqgLve
0.892,0.455,0.292,0.0181,0.0,0.473,5KA6S4auXremQLoBIsKprz,4NvVpXZLIZ4z5yzTIqgLve
0.762,0.737,0.371,0.295,1.12e-06,0.521,7kgsCXovBYFMmb9eBMbWvn,4NvVpXZLIZ4z5yzTIqgLve
0.861,0.82,0.156,0.0234,0.0,0.584,7p0AojooC5haJZM3IFebMv,4NvVpXZLIZ4z5yzTIqgLve
0.791,0.758,0.284,0.158,0.0,0.723,0rFiiAYubbM3CBePcbZjN9,4NvVpXZLIZ4z5yzTIqgLve
0.921,0.519,0.202,0.207,6.97e-05,0.894,2HiFFtINHpn2yIJWMw9lYV,4NvVpXZLIZ4z5yzTIqgLve
0.634,0.748,0.219,0.000336,0.000191,0.941,19JUKimeLAspEwJ2SvH7Jk,4NvVpXZLIZ4z5yzTIqgLve
0.887,0.809,0.295,0.0136,0.0,0.631,5dPX5OzasrD7uCe1Nr66qP,4NvVpXZLIZ4z5yzTIqgLve
0.941,0.607,0.286,0.161,1.1e-06,0.608,5ROwFh7X9NgkAMS3kARJjK,4NvVpXZLIZ4z5yzTIqgLve
0.769,0.675,0.0724,0.000722,0.000149,0.803,6l4wMAXzI8RxIysQMYZY0w,4NvVpXZLIZ4z5yzTIqgLve
0.776,0.611,0.271,0.031,0.0,0.512,0qhl7BtMawSDEJ06bVIrL5,4NvVpXZLIZ4z5yzTIqgLve
0.831,0.826,0.179,0.0757,1.94e-06,0.763,6X6KrabbsRQCER77FtJGWo,4NvVpXZLIZ4z5yzTIqgLve
0.827,0.532,0.302,0.0219,2.91e-05,0.694,3ooAjhyOZ1xttGD0iq1GVO,4NvVpXZLIZ4z5yzTIqgLve
0.746,0.727,0.354,0.341,0.0,0.622,1sMUSRvDjJthmVvc8hmZpg,4NvVpXZLIZ4z5yzTIqgLve
0.728,0.801,0.297,0.322,0.0,0.794,2QF90lsqtbD4lpvZFYo6aX,4NvVpXZLIZ4z5yzTIqgLve
0.599,0.626,0.459,0.621,0.0,0.898,3y7NdJEfqq5xRnvJ5cvbIe,4NvVpXZLIZ4z5yzTIqgLve
0.556,0.681,0.264,0.17,0.0,0.621,4AxXjETKZtB72UlBsUFmlZ,4NvVpXZLIZ4z5yzTIqgLve
0.794,0.444,0.398,0.209,0.0,0.729,4zQDrXqUu1plKVXS57lGCu,4NvVpXZLIZ4z5yzTIqgLve
0.851,0.647,0.339,0.207,0.0,0.596,53duuSwaLOZuIrELvZXqLH,4NvVpXZLIZ4z5yzTIqgLve
0.598,0.577,0.126,0.45,0.0,0.115,1dKYPeLdWszEGqLrdhNKTf,4NvVpXZLIZ4z5yzTIqgLve
0.907,0.715,0.28,0.00562,2.18e-06,0.726,4L8XsZ97xMS503duxBtDXx,4NvVpXZLIZ4z5yzTIqgLve
0.462,0.944,0.315,0.312,0.000149,0.65,3ZBSXNYdTZVaBUQI3E2rF6,4NvVpXZLIZ4z5yzTIqgLve
0.605,0.602,0.398,0.177,0.0,0.829,2fxef3Rm1GnrcyGjvWP8oJ,4NvVpXZLIZ4z5yzTIqgLve
0.729,0.796,0.338,0.00793,0.0,0.394,1ZDAMZuWjzCSAU7Mc0058i,4NvVpXZLIZ4z5yzTIqgLve
0.866,0.63,0.172,0.0199,0.0,0.75,6Gik13pCV7FNysMG8p3EDj,4NvVpXZLIZ4z5yzTIqgLve
0.823,0.438,0.279,0.537,0.0,0.59,4Hq1q82uvzNxUYmgBOxPco,4NvVpXZLIZ4z5yzTIqgLve
0.687,0.836,0.352,0.0163,0.00107,0.388,5a0S3P4JeMAoeL79YNc2UJ,4NvVpXZLIZ4z5yzTIqgLve
0.67,0.672,0.0367,0.673,3.21e-06,0.156,3VZxb7O1bOxE9kcwnwx8bB,4NvVpXZLIZ4z5yzTIqgLve
0.803,0.757,0.0597,0.0175,0.0,0.623,5voKHxbIqgBU7fZMX8Lu0T,4NvVpXZLIZ4z5yzTIqgLve
0.586,0.717,0.197,0.472,0.00236,0.306,0QpYkajexWrB0P3TWvkHlm,4NvVpXZLIZ4z5yzTIqgLve
0.908,0.762,0.153,0.0658,0.0,0.869,5yMZU1xolje7E1xGmezcuj,4NvVpXZLIZ4z5yzTIqgLve
0.621,0.612,0.26,0.00274,0.0,0.144,5ZlKf4HlgrtzSGV1bowNla,4NvVpXZLIZ4z5yzTIqgLve
0.6,0.649,0.393,0.115,0.00019,0.877,3sxxHB1fj9tgsMUO0I8ieN,4NvVpXZLIZ4z5yzTIqgLve
0.794,0.745,0.351,0.113,0.0,0.741,1QpMNpzkMxchOeYOn9RbNJ,4NvVpXZLIZ4z5yzTIqgLve
0.704,0.873,0.144,0.121,5.12e-06,0.742,19FsxX4RthRMZGfXkImdCb,4NvVpXZLIZ4z5yzTIqgLve
0.736,0.721,0.412,0.123,0.0,0.556,6ULlKqfE82gMmXr7XEJVrE,4NvVpXZLIZ4z5yzTIqgLve
0.537,0.713,0.297,0.79,0.000311,0.447,6HiO116ZyYdTQPoIIHQxKs,4NvVpXZLIZ4z5yzTIqgLve
0.588,0.523,0.364,0.182,0.0485,0.366,1hiwaehB4jEYWJy4wwUdES,4NvVpXZLIZ4z5yzTIqgLve
0.839,0.691,0.227,0.446,3.24e-05,0.961,1SpRp9ozGMTlmkcTMqLWTB,4NvVpXZLIZ4z5yzTIqgLve
0.861,0.603,0.295,0.131,8.8e-06,0.606,79705EPc01VyUB2HAOyQhA,4NvVpXZLIZ4z5yzTIqgLve
0.674,0.483,0.368,0.385,5.9e-05,0.501,2qsdIPr4GuAYsigQMU1LyE,4NvVpXZLIZ4z5yzTIqgLve
0.829,0.589,0.202,0.0635,0.0,0.233,3e7Y6sfFlIdBMJhX7wpqVO,4NvVpXZLIZ4z5yzTIqgLve
0.924,0.543,0.0854,0.432,7.32e-05,0.104,7ksRhRXztNfSwm8W7uFq1f,4NvVpXZLIZ4z5yzTIqgLve
0.706,0.635,0.141,0.0498,0.000169,0.322,458KS6aAwRHFUPpkQ4JE1k,4NvVpXZLIZ4z5yzTIqgLve
0.893,0.758,0.228,0.0324,0.000128,0.593,3qpPFeuu0nZ65AfDBwSMQP,4NvVpXZLIZ4z5yzTIqgLve
0.897,0.606,0.178,0.0171,1.93e-05,0.588,5aFLEMNvORv8MXpd4lR0HQ,4NvVpXZLIZ4z5yzTIqgLve
0.893,0.576,0.357,0.0938,0.0,0.861,0mwrax1xOyazuksN2GtaPM,4NvVpXZLIZ4z5yzTIqgLve
0.837,0.604,0.0865,0.0109,8.21e-06,0.505,1uqMiLD3uoBepH4sf8OEuF,4NvVpXZLIZ4z5yzTIqgLve
0.753,0.697,0.197,0.0533,0.0,0.817,18p7JkjHTt8qmt1yB7OiEt,4NvVpXZLIZ4z5yzTIqgLve
0.731,0.621,0.267,0.112,0.0,0.807,7Hg766VQlua7SEpmvuJ8e2,4NvVpXZLIZ4z5yzTIqgLve
0.858,0.647,0.143,0.16,0.0,0.466,4Rz2oMtjx93aWs2g6JSHys,4NvVpXZLIZ4z5yzTIqgLve
0.609,0.655,0.507,0.105,0.0,0.316,4jURQLDdnZp6l3PsvxJaZk,4NvVpXZLIZ4z5yzTIqgLve
0.687,0.692,0.258,0.712,0.0,0.639,1m7NSANDofMtXcl8u6olyn,4NvVpXZLIZ4z5yzTIqgLve
0.396,0.549,0.291,0.321,0.0,0.373,3IH1yNwtgIqZkRVKJyqfzT,4NvVpXZLIZ4z5yzTIqgLve
0.793,0.675,0.236,0.0329,2.36e-05,0.237,0meylmtG6jOV9rtQ0xC87J,4NvVpXZLIZ4z5yzTIqgLve
0.863,0.805,0.187,0.081,2.76e-05,0.878,7KYu84qzxD1u02KW8F1YOo,4NvVpXZLIZ4z5yzTIqgLve
0.684,0.642,0.268,0.0575,0.00495,0.589,7kY7LlPTsbAL4yC6MvPSdv,4NvVpXZLIZ4z5yzTIqgLve
0.696,0.78,0.256,0.00157,1.14e-06,0.425,4Fj7MUubnDKNMklahesahz,4NvVpXZLIZ4z5yzTIqgLve
0.82,0.682,0.199,0.0588,0.0,0.815,6WeW17o9SeaQK3Hob6bOAm,4NvVpXZLIZ4z5yzTIqgLve
0.842,0.473,0.413,0.59,1.93e-05,0.65,0DJBgfyaAlT7T0i0YAuzrS,4NvVpXZLIZ4z5yzTIqgLve
0.804,0.583,0.4,0.0803,5.09e-05,0.944,7KcfvOvSzMxt8dhAtOP4TY,4NvVpXZLIZ4z5yzTIqgLve
0.813,0.412,0.205,0.561,0.00477,0.427,47euMdzPz6bdj7EKPy369S,4NvVpXZLIZ4z5yzTIqgLve
0.751,0.739,0.393,0.0551,0.0,0.481,3k2prwmmkzewQY8sYfxkG4,4NvVpXZLIZ4z5yzTIqgLve
0.624,0.803,0.218,0.0453,0.0,0.172,0BSPhsCKfwENstErymcD80,4NvVpXZLIZ4z5yzTIqgLve
0.912,0.531,0.217,0.261,0.0,0.861,69Nql8aqte8Q9WAGeQGnKi,4NvVpXZLIZ4z5yzTIqgLve
0.682,0.521,0.331,0.548,0.0,0.552,5M76ULrHhggAeWMPZoA5ok,4NvVpXZLIZ4z5yzTIqgLve
0.702,0.417,0.434,0.736,6.57e-06,0.605,5JocfrgrmW12ffEP9pwBYy,4NvVpXZLIZ4z5yzTIqgLve
0.766,0.652,0.283,0.208,3.74e-05,0.238,1srT8EuJMsl9iOOWp6KWGo,4NvVpXZLIZ4z5yzTIqgLve
0.721,0.644,0.494,0.272,0.000821,0.538,1hUaEp5LP6tQtoeX6cG6kp,4NvVpXZLIZ4z5yzTIqgLve
0.617,0.666,0.357,0.00261,5.66e-05,0.926,2vc0JtSPHbUnTP4SANXOsq,4NvVpXZLIZ4z5yzTIqgLve
0.839,0.754,0.351,0.204,0.0,0.751,13VgFdaXtnHo3HO4rfYZwa,4NvVpXZLIZ4z5yzTIqgLve
0.735,0.809,0.253,0.0218,0.0,0.821,0zMlhkpkF6Hnf1ZIVxbsgu,4NvVpXZLIZ4z5yzTIqgLve
0.564,0.475,0.451,0.243,5.77e-06,0.711,7hyjTVlOqkNysJP3sQ9qpm,4NvVpXZLIZ4z5yzTIqgLve
0.802,0.604,0.456,0.0659,0.0,0.732,3RomfDz65Oh6DawONDVXVp,4NvVpXZLIZ4z5yzTIqgLve
0.634,0.645,0.327,0.103,0.0,0.475,2GJf6PG3GmwwqwWVKIK5B0,4NvVpXZLIZ4z5yzTIqgLve
0.782,0.518,0.235,0.723,1.94e-06,0.576,2dDCl1EoI9cyvGPDXptvJH,4NvVpXZLIZ4z5yzTIqgLve
0.745,0.489,0.371,0.601,1.9e-06,0.618,7BJKNjXIfkuAivZXC60wrv,4NvVpXZLIZ4z5yzTIqgLve
0.939,0.551,0.291,0.0311,0.0,0.42,2jt2WxXMCD4zjACthkJQVE,4NvVpXZLIZ4z5yzTIqgLve
0.717,0.939,0.379,0.343,0.0,0.8,0ROAePFBwCIl0oGnMF5pb8,4NvVpXZLIZ4z5yzTIqgLve
0.724,0.841,0.309,0.0633,3.68e-05,0.476,3UQAKY0SUEonxneROvv4jy,4NvVpXZLIZ4z5yzTIqgLve
0.892,0.651,0.378,0.0989,0.0,0.599,1jo3TwNGCXfNdB5uba3ZVv,4NvVpXZLIZ4z5yzTIqgLve
0.876,0.786,0.306,0.0627,0.0,0.575,60SdxE8apGAxMiRrpbmLY0,4NvVpXZLIZ4z5yzTIqgLve
0.83,0.546,0.295,0.227,0.0,0.535,58QhkbaAkLFnn7JwAnAato,4NvVpXZLIZ4z5yzTIqgLve
0.749,0.794,0.064,0.0193,0.0,0.46,2SL6oP2YAEQbqsrkOzRGO4,4NvVpXZLIZ4z5yzTIqgLve
0.524,0.864,0.393,0.00823,0.00131,0.655,35ngDYO5CXM5bnidQqXajm,4NvVpXZLIZ4z5yzTIqgLve
0.725,0.737,0.324,0.000633,0.00417,0.219,2HoDr1yVksl19omOhc1zWy,4NvVpXZLIZ4z5yzTIqgLve
0.671,0.565,0.16,0.274,6.51e-05,0.561,30z4LVkScpeNhwHFIB8Ewa,4NvVpXZLIZ4z5yzTIqgLve
0.643,0.766,0.425,0.843,3.14e-06,0.54,3LHbk7L7mFQj0Wiv4dB9lR,4NvVpXZLIZ4z5yzTIqgLve
0.89,0.624,0.243,0.415,0.0,0.563,2nJNP7cOWnrAaFFcHDHElB,4NvVpXZLIZ4z5yzTIqgLve
0.66,0.628,0.167,0.00996,1.96e-05,0.318,7h4xKwEnqt9TRAAS3Mjnj2,4NvVpXZLIZ4z5yzTIqgLve
0.696,0.634,0.281,0.244,0.0,0.728,4g32MdRoqwGKQd3NXIRhpU,4NvVpXZLIZ4z5yzTIqgLve
0.71,0.61,0.0813,0.0593,0.00012,0.819,6WgxXdBZrtdQFGBcxQxpiv,4NvVpXZLIZ4z5yzTIqgLve
0.671,0.737,0.108,0.0338,0.00344,0.197,1rylJ0VXvhOzLGNm401iaI,4NvVpXZLIZ4z5yzTIqgLve
0.899,0.626,0.395,0.246,0.0,0.726,3psxjLPtLSm1nYmbDnGotu,4NvVpXZLIZ4z5yzTIqgLve
0.845,0.641,0.275,0.0391,2.4e-06,0.774,7KQvT4YuzcmyogWg7Gq4Z5,4NvVpXZLIZ4z5yzTIqgLve
0.751,0.599,0.336,0.0387,0.000236,0.353,0BI9BYPVtp65GqNkVCl6tS,4NvVpXZLIZ4z5yzTIqgLve
0.917,0.384,0.128,0.11,0.0,0.752,71A6V5dh5Y8ikhm6NGwZ7p,4NvVpXZLIZ4z5yzTIqgLve
0.81,0.618,0.146,0.661,3.93e-05,0.888,4bqTcIQAj0aqqyS5LzMVPx,4NvVpXZLIZ4z5yzTIqgLve
0.72,0.626,0.397,0.0607,0.0,0.182,5Lgqu1th1KqlG97OF2gWGe,4NvVpXZLIZ4z5yzTIqgLve
0.755,0.852,0.252,0.0815,0.0,0.909,0Yq8fLAiHrPZ2AI6xZIxec,4NvVpXZLIZ4z5yzTIqgLve
0.703,0.807,0.315,0.146,0.0,0.768,6VDz4m1vEGHDDqQojf1mpc,4NvVpXZLIZ4z5yzTIqgLve
0.794,0.773,0.166,0.00286,0.000272,0.553,4NrG279pDVphLmS1e2JVWp,4NvVpXZLIZ4z5yzTIqgLve
0.773,0.542,0.126,0.379,0.0,0.31,6tDxrq4FxEL2q15y37tXT9,4NvVpXZLIZ4z5yzTIqgLve
0.47,0.83,0.115,0.00474,0.0,0.587,2wzMOVWqLMBNx7wVvJ7tt0,4NvVpXZLIZ4z5yzTIqgLve
0.719,0.497,0.681,0.115,0.0,0.345,2UciqgwVDwro0fev3MFbxJ,4NvVpXZLIZ4z5yzTIqgLve
0.545,0.966,0.264,0.0162,0.0,0.626,3mOBNWyJtPmhwBoZnWf4zr,4NvVpXZLIZ4z5yzTIqgLve
0.626,0.735,0.395,0.0415,0.0,0.568,1Axml7qDCqnwJkLwkkz3QV,4NvVpXZLIZ4z5yzTIqgLve
0.81,0.832,0.349,0.239,0.0,0.654,6srfOLiGmjsHvedo1Unqhx,4NvVpXZLIZ4z5yzTIqgLve
0.82,0.702,0.238,0.0693,6.71e-06,0.775,1jYuCBufQzcNafGqry72np,4NvVpXZLIZ4z5yzTIqgLve
0.82,0.616,0.175,0.0104,0.0,0.397,16YNhxYVS9xxv0xFZn1Upd,4NvVpXZLIZ4z5yzTIqgLve
0.66,0.741,0.187,0.0508,0.0,0.379,4R7OmeCTDnFljXNXfp2BhS,4NvVpXZLIZ4z5yzTIqgLve
0.507,0.903,0.244,0.00707,0.0,0.48,4F9MhHC7R9NxegYA7Dki39,4NvVpXZLIZ4z5yzTIqgLve
0.93,0.603,0.332,0.229,0.0,0.846,0HpU3JrEnXkY3Q0FfXo7qY,4NvVpXZLIZ4z5yzTIqgLve
0.675,0.567,0.263,0.19,1.77e-06,0.658,5sWbwccBcyHsg5LEKWGZo9,4NvVpXZLIZ4z5yzTIqgLve
0.693,0.716,0.196,0.748,6.99e-06,0.655,2gMLeSLwBdO9r3PPkOjEeM,4NvVpXZLIZ4z5yzTIqgLve
0.932,0.588,0.227,0.0375,0.0,0.88,5NG79ydPWTAFWV2YCA6UjO,4NvVpXZLIZ4z5yzTIqgLve
0.7,0.402,0.278,0.0498,1.04e-06,0.499,2wxO3ZydJTZRi4Bbc02q7i,4NvVpXZLIZ4z5yzTIqgLve
0.563,0.742,0.225,0.0985,0.0,0.438,7xXHdgSjXfZGz2TSS6YPKP,4NvVpXZLIZ4z5yzTIqgLve
0.761,0.863,0.182,0.000341,0.00501,0.527,6oCOgA4dzcDdHFe2VspYID,4NvVpXZLIZ4z5yzTIqgLve
0.665,0.566,0.443,0.484,0.0,0.755,2Ja3UauMDeQnq4sI8a64Ys,4NvVpXZLIZ4z5yzTIqgLve
0.852,0.492,0.0672,0.782,0.0,0.886,6AsSlG08FtjAhkuGn8DvO3,1Rj92hyXm3WjpOJI8XgYtF
0.588,0.564,0.0655,0.758,0.269,0.758,5iyntk5PFsOvy5Cl4hLgD3,1Rj92hyXm3WjpOJI8XgYtF
0.708,0.441,0.0912,0.825,0.00582,0.84,43NCVOJ4GMuzbxQAcpPcXE,1Rj92hyXm3WjpOJI8XgYtF
0.72,0.278,0.0356,0.922,0.00172,0.657,6r4fYjLZQB7OuQyTm1Z4Bs,1Rj92hyXm3WjpOJI8XgYtF
0.614,0.4,0.0512,0.599,0.00499,0.729,0i1KkstzKrwFNvGeIphIuZ,1Rj92hyXm3WjpOJI8XgYtF
0.801,0.326,0.257,0.325,0.0,0.779,2SHWuWZ4Dg7TwRSP7U0B6t,1Rj92hyXm3WjpOJI8XgYtF
0.547,0.322,0.0894,0.578,4.53e-05,0.769,252y7cLUYBijSJo1Qd8Yap,1Rj92hyXm3WjpOJI8XgYtF
0.571,0.15,0.0444,0.908,0.0,0.155,4iQcMQVb6a92Uh5zF57irM,1Rj92hyXm3WjpOJI8XgYtF
0.635,0.257,0.0409,0.718,0.00132,0.374,16ZnFPy1U1nd69DHIAlsAB,1Rj92hyXm3WjpOJI8XgYtF
0.659,0.407,0.0397,0.376,0.486,0.593,2vPalVURlUvEwv4xsLGbEM,1Rj92hyXm3WjpOJI8XgYtF
0.796,0.457,0.0365,0.951,0.808,0.927,6m7dEWUIHYZUQLy4ot6RTC,1Rj92hyXm3WjpOJI8XgYtF
0.692,0.427,0.0489,0.929,5e-05,0.849,09OgKrWXBgAgRzBpfQyGqL,1Rj92hyXm3WjpOJI8XgYtF
0.626,0.119,0.119,0.829,0.00529,0.388,5W2EdsfAtOSHSgeMN6cLFn,1Rj92hyXm3WjpOJI8XgYtF
0.766,0.527,0.0305,0.13,0.0013,0.665,3FTf2Ax5d9LqiT4kJzjRV8,1Rj92hyXm3WjpOJI8XgYtF
0.363,0.49,0.175,0.873,0.00882,0.19,7oqr7iV5w5h9WM2w4WYhGo,1Rj92hyXm3WjpOJI8XgYtF
